a2432419.274545
Berlin   24/03/2024 19:27:45 24/03/2024 19:27:45 0045 0013.384714 0052.542598 00.0 00.0
0000016 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 16380 1 0000 3.75 00000.o 0 0 01 000 16 000016 0.500 BT0
1 2 1 02000 1 0000 3.75 00000.o 0 0 01 000 16 000016 0.500 S2A0
1 1 1 16380 1 0000 3.75 00000.o 0 0 00 000 00 000016 3.1746 BC0
1 3 1 02000 1 0000 3.75 00000.o 0 0 00 000 00 000016 3.1746 S2P0
1 5 0 16380 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
0.000 .o Analog 0 	0.000 .o Analog StErr 0 	0.000 .o Photon Counting 0 	0.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
5.13991	0.00603282	0	0	0
5.14944	0.00517099	0	0	0
5.14706	0.00763337	0	0	0
5.14324	0.00763337	0	0	0
5.13371	0.00640218	0	0	0
5.14134	0.00517099	0	0	0
5.13657	0.0065253	0	0	0
5.12369	0.00763337	0	0	0
5.14277	0.00627906	0	0	0
5.13895	0.00492475	0	0	0
5.14086	0.00714089	0	0	0
5.14372	0.00861832	0	0	0
5.13418	0.00689465	0	0	0
5.13323	0.00824896	0	0	0
5.13991	0.0100957	0	0	0
5.14658	0.00911079	0	0	0
5.14086	0.00800272	0	0	0
5.13991	0.00677154	0	0	0
5.15135	0.00677154	0	0	0
5.14515	0.00627906	0	0	0
5.13752	0.00689465	0	0	0
5.14038	0.00517099	0	0	0
5.13609	0.0065253	0	0	0
5.13371	0.0078796	0	0	0
5.1442	0.0102189	0	0	0
5.14563	0.00824896	0	0	0
5.13752	0.0065253	0	0	0
5.13085	0.00898767	0	0	0
5.1318	0.00751025	0	0	0
5.13705	0.00664842	0	0	0
5.14706	0.00492475	0	0	0
5.13752	0.00714089	0	0	0
5.13848	0.00554035	0	0	0
5.14658	0.00578658	0	0	0
5.13561	0.00751025	0	0	0
5.12989	0.00603282	0	0	0
5.12846	0.00763337	0	0	0
5.12894	0.00812584	0	0	0
5.13085	0.00800272	0	0	0
5.13752	0.00886456	0	0	0
5.13323	0.00837208	0	0	0
5.1504	0.00874144	0	0	0
5.14563	0.0078796	0	0	0
5.13895	0.00763337	0	0	0
5.13609	0.00640218	0	0	0
5.14086	0.0059097	0	0	0
5.14086	0.0078796	0	0	0
5.14229	0.00812584	0	0	0
5.14324	0.0065253	0	0	0
5.14372	0.00603282	0	0	0
5.14801	0.0084952	0	0	0
5.14897	0.00997262	0	0	0
5.13371	0.00664842	0	0	0
5.12894	0.00603282	0	0	0
5.14706	0.00775649	0	0	0
5.13609	0.00603282	0	0	0
5.14086	0.00529411	0	0	0
5.13418	0.00775649	0	0	0
5.13705	0.00627906	0	0	0
5.14038	0.00812584	0	0	0
5.12989	0.00800272	0	0	0
5.14706	0.0059097	0	0	0
5.13895	0.0078796	0	0	0
5.11893	0.00701777	0	0	0
5.14277	0.00763337	0	0	0
5.15993	0.0059097	0	0	0
5.14849	0.00554035	0	0	0
5.13657	0.00541723	0	0	0
5.13943	0.00615594	0	0	0
5.14324	0.0059097	0	0	0
5.14229	0.00861832	0	0	0
5.13752	0.00627906	0	0	0
5.14515	0.00738713	0	0	0
5.15183	0.00824896	0	0	0
5.13705	0.00677154	0	0	0
5.13943	0.00714089	0	0	0
5.1523	0.0059097	0	0	0
5.15183	0.00726401	0	0	0
5.14038	0.0065253	0	0	0
5.1318	0.00430916	0	0	0
5.13609	0.00615594	0	0	0
5.13895	0.00751025	0	0	0
5.1504	0.00923391	0	0	0
5.13848	0.00554035	0	0	0
5.13085	0.00800272	0	0	0
5.14229	0.00800272	0	0	0
5.13418	0.00689465	0	0	0
5.13609	0.00775649	0	0	0
5.14754	0.00603282	0	0	0
5.13943	0.0078796	0	0	0
5.13848	0.00800272	0	0	0
5.14324	0.0045554	0	0	0
5.13561	0.00615594	0	0	0
5.13943	0.0059097	0	0	0
5.14086	0.00640218	0	0	0
5.13752	0.00664842	0	0	0
5.14611	0.00467852	0	0	0
5.14611	0.00578658	0	0	0
5.13085	0.00800272	0	0	0
5.12608	0.00677154	0	0	0
5.1504	0.00554035	0	0	0
5.13514	0.0059097	0	0	0
5.13466	0.00714089	0	0	0
5.13275	0.00837208	0	0	0
5.13705	0.00689465	0	0	0
5.13371	0.00664842	0	0	0
5.13085	0.00948015	0	0	0
5.14086	0.00911079	0	0	0
5.14086	0.00566347	0	0	0
5.14181	0.00763337	0	0	0
5.13705	0.00738713	0	0	0
5.12655	0.0084952	0	0	0
5.13085	0.00554035	0	0	0
5.12989	0.00714089	0	0	0
5.13991	0.00689465	0	0	0
5.14086	0.00517099	0	0	0
5.13895	0.00664842	0	0	0
5.13466	0.00726401	0	0	0
5.14754	0.0084952	0	0	0
5.14181	0.00492475	0	0	0
5.13418	0.00812584	0	0	0
5.14754	0.00751025	0	0	0
5.14897	0.00640218	0	0	0
5.14038	0.00763337	0	0	0
5.14181	0.00763337	0	0	0
5.14611	0.0059097	0	0	0
5.15183	0.0190834	2.5	2.58199	0
5.14611	0.00874144	0	0	0
5.13752	0.0119425	0	0	0
5.14801	0.00615594	0	0	0
5.14754	0.00763337	0	0	0
5.1504	0.00664842	0	0	0
5.13752	0.00664842	0	0	0
5.13466	0.0065253	0	0	0
5.12703	0.0045554	0	0	0
5.12655	0.00714089	0	0	0
5.12989	0.0084952	0	0	0
5.13561	0.00566347	0	0	0
5.13132	0.00935703	0	0	0
5.12655	0.00615594	0	0	0
5.13275	0.00689465	0	0	0
5.13848	0.00492475	0	0	0
5.13275	0.00566347	0	0	0
5.13466	0.00418604	0	0	0
5.13609	0.00578658	0	0	0
5.14134	0.00714089	0	0	0
5.14372	0.00664842	0	0	0
5.14372	0.00615594	0	0	0
5.14611	0.00554035	0	0	0
5.15183	0.00627906	0	0	0
5.15278	0.00738713	0	0	0
5.14849	0.00726401	0	0	0
5.14277	0.00566347	0	0	0
5.14706	0.00714089	0	0	0
5.14467	0.00640218	0	0	0
5.14324	0.00615594	0	0	0
5.14372	0.00677154	0	0	0
5.1523	0.00886456	0	0	0
5.138	0.0102189	0	0	0
5.1442	0.00664842	0	0	0
5.14086	0.00677154	0	0	0
5.13609	0.00689465	0	0	0
5.1318	0.00726401	0	0	0
5.12942	0.0059097	0	0	0
5.12894	0.00664842	0	0	0
5.12846	0.00800272	0	0	0
5.13752	0.00480163	0	0	0
5.13037	0.00640218	0	0	0
5.13371	0.00714089	0	0	0
5.13418	0.00677154	0	0	0
5.14086	0.00701777	0	0	0
5.14515	0.00406292	0	0	0
5.14611	0.00714089	0	0	0
5.14372	0.00726401	0	0	0
5.14897	0.00812584	0	0	0
5.13943	0.00812584	0	0	0
5.13609	0.00603282	0	0	0
5.14467	0.00640218	0	0	0
5.13132	0.00763337	0	0	0
5.14515	0.00800272	0	0	0
5.14181	0.00677154	0	0	0
5.12989	0.00824896	0	0	0
5.12608	0.00664842	0	0	0
5.13466	0.00911079	0	0	0
5.13371	0.00677154	0	0	0
5.13705	0.00640218	0	0	0
5.12799	0.0084952	0	0	0
5.12608	0.00689465	0	0	0
5.14134	0.00738713	0	0	0
5.14038	0.00911079	0	0	0
5.14134	0.00714089	0	0	0
5.14134	0.0065253	0	0	0
5.1318	0.00615594	0	0	0
5.14515	0.00677154	0	0	0
5.14324	0.00714089	0	0	0
5.13609	0.00603282	0	0	0
5.14324	0.00923391	0	0	0
5.14515	0.00714089	0	0	0
5.13323	0.00627906	0	0	0
5.14944	0.00677154	0	0	0
5.14277	0.00837208	0	0	0
5.13705	0.0084952	0	0	0
5.13752	0.00529411	0	0	0
5.15087	0.00824896	0	0	0
5.14181	0.0065253	0	0	0
5.13657	0.00775649	0	0	0
5.14181	0.00701777	0	0	0
5.13848	0.00800272	0	0	0
5.15373	0.00898767	0	0	0
5.14992	0.00948015	0	0	0
5.13991	0.00763337	0	0	0
5.13848	0.00960327	0	0	0
5.14324	0.00972639	0	0	0
5.15135	0.00664842	0	0	0
5.15278	0.0084952	0	0	0
5.13895	0.00677154	0	0	0
5.13943	0.00861832	0	0	0
5.14038	0.00923391	0	0	0
5.138	0.00627906	0	0	0
5.14849	0.00701777	0	0	0
5.15612	0.00603282	0	0	0
5.14086	0.00738713	0	0	0
5.14277	0.00874144	0	0	0
5.14658	0.00751025	0	0	0
5.14324	0.00640218	0	0	0
5.14849	0.00603282	0	0	0
5.14372	0.00800272	0	0	0
5.15564	0.00886456	0	0	0
5.15183	0.00603282	0	0	0
5.13561	0.00738713	0	0	0
5.1442	0.00480163	0	0	0
5.13943	0.00566347	0	0	0
5.13943	0.00541723	0	0	0
5.13275	0.00824896	0	0	0
5.13895	0.00997262	0	0	0
5.12846	0.00837208	0	0	0
5.14611	0.0078796	0	0	0
5.14372	0.0059097	0	0	0
5.13514	0.00603282	0	0	0
5.13705	0.00664842	0	0	0
5.13085	0.00726401	0	0	0
5.12942	0.00738713	0	0	0
5.13085	0.00701777	0	0	0
5.14515	0.0078796	0	0	0
5.14563	0.00800272	0	0	0
5.13752	0.00603282	0	0	0
5.13752	0.00430916	0	0	0
5.1504	0.00714089	0	0	0
5.14324	0.00837208	0	0	0
5.14515	0.00578658	0	0	0
5.14706	0.00677154	0	0	0
5.14086	0.00824896	0	0	0
5.15183	0.00898767	0	0	0
5.13418	0.00480163	0	0	0
5.14134	0.0084952	0	0	0
5.14992	0.00677154	0	0	0
5.13323	0.00627906	0	0	0
5.14706	0.00689465	0	0	0
5.1442	0.00972639	0	0	0
5.13752	0.0078796	0	0	0
5.14849	0.00726401	0	0	0
5.14515	0.0059097	0	0	0
5.15373	0.0078796	0	0	0
5.14515	0.00911079	0	0	0
5.14324	0.00824896	0	0	0
5.14134	0.00837208	0	0	0
5.14181	0.00529411	0	0	0
5.13705	0.00664842	0	0	0
5.14658	0.00775649	0	0	0
5.14563	0.00923391	0	0	0
5.15135	0.0078796	0	0	0
5.14086	0.00603282	0	0	0
5.1442	0.00751025	0	0	0
5.14754	0.00960327	0	0	0
5.14706	0.0084952	0	0	0
5.13132	0.00714089	0	0	0
5.13848	0.00714089	0	0	0
5.14229	0.00480163	0	0	0
5.12655	0.00726401	0	0	0
5.12846	0.0104651	0	0	0
5.13609	0.0065253	0	0	0
5.13466	0.00763337	0	0	0
5.13514	0.00640218	0	0	0
5.13561	0.0078796	0	0	0
5.13705	0.00504787	0	0	0
5.138	0.00677154	0	0	0
5.14038	0.0078796	0	0	0
5.13609	0.00800272	0	0	0
5.13514	0.00689465	0	0	0
5.13705	0.00738713	0	0	0
5.14229	0.00763337	0	0	0
5.13657	0.00603282	0	0	0
5.138	0.00529411	0	0	0
5.13514	0.00603282	0	0	0
5.14229	0.00615594	0	0	0
5.14372	0.00615594	0	0	0
5.1442	0.00443228	0	0	0
5.13991	0.00492475	0	0	0
5.14801	0.00689465	0	0	0
5.15183	0.00775649	0	0	0
5.14658	0.0078796	0	0	0
5.14611	0.00861832	0	0	0
5.14706	0.00677154	0	0	0
5.14563	0.00689465	0	0	0
5.61437	0.143803	0	0	0
16.1669	1.97002	37.5	8.39146	0
91.6752	11.2199	137.5	9.03696	0
375.039	22.4134	65	14.8464	0
476.785	2.26329	87.5	16.1374	1
500	0	150	9.03696	1
364.021	23.3374	140	10.9735	1
200.49	5.30408	187.5	12.2644	0
220.717	3.77335	195	9.68246	0
197.062	4.57904	212.5	10.9735	0
210.17	5.25114	207.5	10.9735	0
238.099	2.84503	197.5	9.03696	0
243.047	3.93008	202.5	10.9735	0
259.994	4.26915	210	9.03696	0
276.598	3.40596	215	14.2009	0
288.516	2.90684	222.5	12.9099	0
311.512	4.87612	207.5	9.68246	0
352.296	5.99921	217.5	10.328	0
417.203	7.77028	207.5	9.68246	0
486.279	5.38448	205	10.328	1
500	0	200	9.03696	1
492.024	2.95707	192.5	8.39146	1
477.415	2.12799	200	9.03696	0
473.457	0	197.5	10.9735	0
473.457	0	202.5	9.03696	0
473.457	0	197.5	10.9735	0
473.455	0.00135431	185	10.328	0
473.456	0.000984951	210	11.619	0
473.457	0	212.5	9.68246	0
473.457	0	200	9.03696	0
473.456	0.000984951	200	6.45497	0
473.456	0.000984951	197.5	11.619	0
473.456	0.000984951	185	15.4919	0
473.455	0.00135431	220	9.68246	0
473.456	0.000984951	185	10.328	0
473.457	0	182.5	12.2644	0
473.457	0	215	10.9735	0
473.456	0.000984951	217.5	9.03696	0
473.457	0	222.5	14.2009	0
473.457	0	205	13.5554	0
473.457	0	202.5	9.03696	0
473.457	0	217.5	11.619	0
473.457	0	195	11.619	0
473.457	0	220	10.9735	0
473.457	0	225	12.2644	0
473.457	0	200	9.03696	0
473.457	0	220	9.03696	0
473.456	0.000984951	222.5	13.5554	0
473.457	0	212.5	12.2644	0
473.457	0	205	10.328	0
473.457	0	200	10.9735	0
473.456	0.000984951	220	10.9735	0
473.456	0.000984951	210	10.328	0
473.457	0	190	9.68246	0
473.457	0	217.5	9.68246	0
473.457	0	207.5	13.5554	0
473.457	0	207.5	15.4919	0
473.457	0	205	10.328	0
473.457	0	207.5	10.9735	0
473.457	0	195	13.5554	0
473.457	0	205	9.68246	0
473.457	0	205	14.8464	0
473.457	0	207.5	12.2644	0
473.457	0	192.5	9.68246	0
473.456	0.000984951	205	14.8464	0
473.457	0	217.5	10.9735	0
473.457	0	212.5	10.9735	0
473.457	0	212.5	9.68246	0
473.456	0.000984951	222.5	9.03696	0
473.457	0	200	11.619	0
473.457	0	210	10.328	0
473.457	0	202.5	13.5554	0
473.457	0	210	9.68246	0
473.457	0	202.5	8.39146	0
473.457	0	190	10.9735	0
473.457	0	202.5	12.9099	0
473.457	0	197.5	10.328	0
473.457	0	207.5	14.2009	0
473.457	0	192.5	9.03696	0
473.457	0	207.5	12.9099	0
473.457	0	227.5	9.68246	0
473.457	0	220	12.9099	0
473.457	0	220	9.03696	0
473.457	0	205	10.328	0
473.457	0	192.5	12.2644	0
473.457	0	210	10.9735	0
473.457	0	207.5	8.39146	0
473.457	0	225	7.74597	0
473.457	0	202.5	12.2644	0
473.457	0	210	9.68246	0
473.457	0	210	9.03696	0
473.457	0	190	10.9735	0
473.457	0	220	12.9099	0
473.457	0	197.5	9.68246	0
473.457	0	202.5	9.68246	0
473.457	0	205	12.2644	0
473.457	0	200	11.619	0
473.457	0	212.5	12.2644	0
473.457	0	212.5	9.03696	0
473.457	0	195	10.328	0
473.457	0	205	10.328	0
473.457	0	235	7.10047	0
473.457	0	220	11.619	0
473.457	0	210	7.74597	0
473.456	0.000984951	207.5	9.68246	0
473.457	0	215	10.9735	0
473.457	0	200	6.45497	0
473.457	0	195	10.328	0
473.457	0	187.5	13.5554	0
473.457	0	195	16.1374	0
473.457	0	205	11.619	0
473.457	0	185	14.8464	0
473.457	0	202.5	9.68246	0
473.457	0	220	10.9735	0
473.457	0	217.5	15.4919	0
473.457	0	197.5	10.9735	0
473.457	0	207.5	11.619	0
473.457	0	207.5	9.68246	0
473.457	0	195	10.9735	0
473.457	0	205	12.2644	0
473.457	0	205	12.9099	0
473.457	0	202.5	12.9099	0
473.457	0	210	13.5554	0
473.457	0	190	10.9735	0
473.457	0	200	12.2644	0
473.457	0	205	12.2644	0
473.457	0	195	10.9735	0
473.457	0	200	8.39146	0
473.457	0	202.5	9.68246	0
473.457	0	215	7.74597	0
473.457	0	205	15.4919	0
473.457	0	187.5	12.2644	0
473.457	0	220	12.9099	0
473.457	0	210	10.9735	0
473.457	0	202.5	10.9735	0
473.457	0	227.5	11.619	0
473.457	0	222.5	9.68246	0
473.457	0	207.5	10.328	0
473.457	0	217.5	10.9735	0
473.457	0	212.5	14.2009	0
473.457	0	220	12.9099	0
473.457	0	190	10.9735	0
473.457	0	195	10.9735	0
473.457	0	187.5	12.2644	0
474.65	1.19302	197.5	13.5554	0
474.253	0.796333	225	11.619	0
474.292	0.625936	222.5	14.2009	0
475.682	1.34409	215	7.74597	0
476.696	2.03725	215	13.5554	1
479.808	2.62034	210	15.4919	1
478.617	2.14658	212.5	7.74597	1
477.277	1.89517	215	7.10047	1
481.285	2.55312	217.5	12.9099	1
485.07	3.3998	195	10.328	1
493.827	2.5184	212.5	9.03696	1
495.038	2.32608	212.5	11.619	1
495.353	2.4183	225	12.2644	1
498.341	1.6589	210	10.328	1
500	0	202.5	7.74597	1
500	0	210	9.68246	1
500	0	195	12.2644	1
500	0	200	9.68246	1
500	0	215	12.9099	1
500	0	222.5	7.10047	1
500	0	212.5	10.9735	1
500	0	205	11.619	1
500	0	215	12.9099	1
500	0	210	12.9099	1
500	0	202.5	12.9099	1
500	0	210	14.8464	1
500	0	205	13.5554	1
500	0	215	9.68246	1
500	0	207.5	8.39146	1
500	0	187.5	12.9099	1
500	0	207.5	8.39146	1
500	0	217.5	11.619	1
500	0	217.5	11.619	1
500	0	212.5	11.619	1
500	0	205	17.4284	1
500	0	207.5	10.328	1
500	0	195	11.619	1
500	0	200	12.9099	1
500	0	205	13.5554	1
500	0	205	12.2644	1
500	0	202.5	10.9735	1
500	0	222.5	9.68246	1
500	0	190	10.328	1
500	0	212.5	12.2644	1
500	0	197.5	10.9735	1
500	0	212.5	10.9735	1
500	0	207.5	13.5554	1
500	0	197.5	10.9735	1
500	0	217.5	10.328	1
500	0	200	13.5554	1
500	0	217.5	10.328	1
499.249	0.498508	202.5	7.74597	1
498.226	1.02226	212.5	9.68246	1
498.395	1.17985	195	12.2644	1
496.195	1.44911	210	9.68246	1
491.098	2.41202	210	9.03696	1
490.908	2.48023	202.5	9.03696	1
488.551	1.9337	217.5	12.9099	1
484.111	3.1958	197.5	10.9735	1
479.378	3.03648	192.5	9.68246	1
470.277	2.85513	225	12.2644	0
467.849	4.0564	220	10.328	0
470.06	3.7864	210	9.03696	0
463.286	3.16994	210	9.68246	0
458.33	2.67156	192.5	13.5554	0
456.603	3.38441	205	14.8464	0
448.532	3.06209	212.5	12.2644	0
440.056	3.4621	207.5	11.619	0
438.199	3.76288	237.5	10.9735	0
434.513	3.49448	210	8.39146	0
430.047	2.65727	215	10.9735	0
429.195	3.65417	197.5	10.328	0
423.964	2.16861	197.5	13.5554	0
416.438	2.48823	232.5	12.9099	0
416.466	2.56444	202.5	11.619	0
414.613	2.20395	192.5	12.9099	0
410.209	3.11429	207.5	12.2644	0
405.72	3.23064	200	13.5554	0
397.581	3.06541	185	11.619	0
396.154	3.43268	192.5	14.2009	0
394.588	3.49719	210	15.4919	0
389.188	2.85205	205	11.619	0
388.46	3.21463	207.5	9.03696	0
387.713	3.94202	225	12.2644	0
381.526	3.20146	200	10.328	0
378.777	3.15393	192.5	10.328	0
378.366	3.37001	200	10.9735	0
371.047	2.27991	210	8.39146	0
365.334	2.33556	200	7.10047	0
365.34	2.51926	222.5	9.03696	0
362.373	3.33824	210	10.9735	0
357.971	2.78938	200	12.9099	0
355.185	3.20774	200	12.9099	0
351.64	2.18708	215	7.74597	0
348.541	3.06837	222.5	12.9099	0
347.691	3.57377	215	12.2644	0
344.065	3.01493	207.5	11.619	0
341.674	2.50941	220	12.2644	0
341.039	3.0387	200	9.68246	0
335.298	2.49402	202.5	10.328	0
329.461	2.53625	207.5	9.03696	0
329.432	2.82902	217.5	12.2644	0
330.089	2.67476	207.5	10.328	0
326.296	2.32793	190	10.9735	0
323.898	2.68411	225	10.9735	0
321.773	2.17206	195	11.619	0
318.699	2.25221	222.5	12.9099	0
317.401	2.90708	220	11.619	0
313.811	2.52406	202.5	8.39146	0
308.849	2.90265	197.5	11.619	0
306.138	3.43415	227.5	12.2644	0
305.239	2.24396	190	7.74597	0
303.274	2.93183	217.5	9.68246	0
300.138	2.24076	202.5	16.7829	0
297.676	2.19742	205	10.328	0
297.05	2.05929	200	12.9099	0
295.558	1.76823	197.5	9.03696	0
291.143	2.91705	220	10.9735	0
285.884	2.05461	200	14.2009	0
286.519	2.72068	197.5	7.74597	0
286.007	2.6425	197.5	13.5554	0
280.553	2.91004	202.5	10.328	0
275.829	2.60162	187.5	9.03696	0
275.861	1.95734	197.5	9.03696	0
274.078	2.1547	207.5	9.68246	0
269.682	1.60929	217.5	10.328	0
269.394	1.67479	215	13.5554	0
272.734	2.69667	252.5	9.03696	0
267.968	3.09582	220	14.2009	0
263.636	2.28866	195	9.03696	0
265.783	2.77904	195	16.1374	0
261.418	2.20974	205	10.9735	0
257.351	2.20715	220	18.7194	0
255.696	1.82684	205	9.68246	0
250.873	2.65346	205	13.5554	0
250.358	2.07172	197.5	12.2644	0
251.519	2.07849	222.5	9.68246	0
248.781	2.59128	212.5	15.4919	0
247.362	2.77879	200	11.619	0
246.326	2.44514	220	10.9735	0
241.268	2.77374	220	12.9099	0
240.779	2.77214	210	10.328	0
242.409	1.86944	202.5	13.5554	0
239.238	1.28782	217.5	12.2644	0
235.954	2.22365	205	10.328	0
232.429	2.42224	202.5	10.9735	0
232.886	1.96929	192.5	8.39146	0
233.208	2.64976	202.5	9.68246	0
232.253	2.80649	210	9.03696	0
232.964	1.7521	212.5	12.2644	0
227.02	2.00179	220	8.39146	0
220.579	2.22476	200	10.9735	0
220.534	2.2926	202.5	10.328	0
219.656	1.97113	220	10.328	0
217.809	2.09708	215	10.9735	0
217.617	1.56804	210	9.03696	0
214.605	2.04796	195	7.74597	0
212.068	2.06249	202.5	10.9735	0
213.307	2.00204	195	10.328	0
210.813	1.6855	200	10.9735	0
210.786	2.32202	207.5	14.8464	0
213.762	2.51704	197.5	9.68246	0
208.558	2.29358	217.5	10.328	0
203.211	1.72022	217.5	12.9099	0
202.367	1.71935	197.5	9.68246	0
202.545	1.51535	195	12.2644	0
204.282	1.18994	200	11.619	0
203.39	2.02764	197.5	9.03696	0
195.716	1.83595	202.5	16.1374	0
193.49	1.69054	197.5	10.9735	0
196.019	2.00918	202.5	15.4919	0
195.72	2.44686	212.5	10.328	0
193.577	2.53305	195	12.2644	0
191.079	2.0711	207.5	13.5554	0
191.078	1.342	222.5	10.9735	0
189.714	2.14658	212.5	12.2644	0
187.496	2.50411	197.5	14.2009	0
188.818	2.22254	215	15.4919	0
189.154	1.37635	222.5	8.39146	0
185.303	2.36364	197.5	10.328	0
181.937	1.77033	202.5	9.03696	0
182.48	1.45169	222.5	10.9735	0
181.415	1.96941	202.5	14.8464	0
180.584	1.54465	220	10.328	0
179.388	2.27942	192.5	11.619	0
174.164	1.39075	210	10.9735	0
173.38	1.43889	192.5	11.619	0
174.282	1.46204	217.5	10.9735	0
170.66	1.97766	202.5	14.2009	0
169.704	1.69362	200	10.328	0
173.762	2.68387	180	10.328	0
173.028	2.35563	202.5	9.68246	0
166.775	1.47509	212.5	9.03696	0
164.603	2.06421	227.5	12.9099	0
166.275	1.78018	197.5	7.74597	0
165.046	1.40725	217.5	10.328	0
163.937	1.39087	195	7.74597	0
163.747	1.75321	195	10.328	0
162.358	1.10585	220	11.619	0
162.02	1.61889	205	12.2644	0
161.974	2.08009	207.5	12.2644	0
159.127	1.71665	222.5	9.03696	0
156.967	1.32439	207.5	11.619	0
157.211	1.12284	202.5	9.68246	0
155.265	1.68734	192.5	14.2009	0
153.812	1.93235	185	9.03696	0
154.09	1.27502	197.5	10.9735	0
153.441	1.57457	195	11.619	0
152.778	1.58651	185	14.2009	0
152.965	1.53812	212.5	9.68246	0
152.751	1.67282	197.5	9.68246	0
152.336	1.91598	187.5	11.619	0
149.856	1.85183	217.5	9.68246	0
146.933	0.999109	212.5	9.03696	0
145.756	1.38102	205	9.68246	0
144.125	1.90699	205	7.74597	0
143.559	1.90428	215	10.9735	0
143.907	2.17145	200	9.68246	0
142.781	2.09745	212.5	7.74597	0
141.231	1.67245	215	12.2644	0
141.108	2.00216	232.5	10.328	0
137.687	2.07763	202.5	9.03696	0
135.487	1.865	245	7.74597	0
138.256	1.77168	190	9.03696	0
137.271	1.42301	225	7.74597	0
133.799	1.80972	220	11.619	0
