a2432519.263449
chiang m 25/03/2024 19:26:15 25/03/2024 19:26:34 0045 0018.854056 0090.000000 00.0 00.0
0000247 0020 0000000 0020 03 0000000 0020 0000000 0020
1 0 1 01000 1 0357 3.75 00532.o 0 0 01 000 16 000247 0.500 BT0 "<PMT1_10.49.234.234_2055:PMT 2> "
1 2 1 02000 1 0357 3.75 00532.o 0 0 01 000 16 000247 0.500 S2A0 "<PMT1_10.49.234.234_2055:PMT 2> "
1 5 0 01000 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
532.000 .o Analog 0 	532.000 .o Analog StErr 0 	0.000 .o Overflow Info 0 
5.10167	0.0018512	0
5.10195	0.00184332	0
5.10377	0.00180591	0
5.10408	0.00166608	0
5.10461	0.00169365	0
5.10343	0.00165426	0
5.10377	0.00193785	0
5.10504	0.00194573	0
5.10621	0.00175076	0
5.10312	0.00184135	0
5.10525	0.00176455	0
5.10334	0.00186499	0
5.10247	0.00182954	0
5.10071	0.00198709	0
5.10127	0.00182363	0
5.10093	0.00184923	0
5.09892	0.00174682	0
5.09892	0.00192407	0
5.1	0.00173501	0
5.10263	0.00187877	0
5.10241	0.00211903	0
5.09985	0.00177243	0
5.09821	0.00180984	0
5.10041	0.00187286	0
5.10439	0.00182166	0
5.10149	0.00168184	0
5.10269	0.00188665	0
5.10424	0.00172319	0
5.1038	0.00203632	0
5.10059	0.00184135	0
5.10167	0.00180394	0
5.10396	0.00189453	0
5.10424	0.00176061	0
5.09982	0.00175076	0
5.09797	0.00184332	0
5.10272	0.00187877	0
5.10254	0.00192407	0
5.10099	0.00186499	0
5.09874	0.00188468	0
5.10084	0.00171925	0
5.09874	0.0017547	0
5.09982	0.00179606	0
5.09781	0.00186696	0
5.09926	0.0017803	0
5.10003	0.0018512	0
5.09735	0.00180787	0
5.09908	0.0018768	0
5.09963	0.00184923	0
5.1013	0.00184529	0
5.1022	0.0019477	0
5.1022	0.00200875	0
5.10353	0.00202057	0
5.10525	0.00183348	0
5.10433	0.00182757	0
5.10152	0.00169759	0
5.10266	0.00180984	0
5.10201	0.00185711	0
5.10291	0.00189847	0
5.10183	0.00169759	0
5.10195	0.00186105	0
5.10257	0.00183348	0
5.10016	0.00190437	0
5.10099	0.00183741	0
5.10155	0.0017803	0
5.10201	0.0017547	0
5.10087	0.00173501	0
5.10087	0.00171728	0
5.10034	0.00183348	0
5.09945	0.00177243	0
5.09818	0.00187483	0
5.10013	0.00181181	0
5.09892	0.00167987	0
5.10118	0.00171334	0
5.10325	0.00168577	0
5.1013	0.00188468	0
5.10068	0.00178818	0
5.1013	0.00174879	0
5.10146	0.00190043	0
5.10081	0.00182757	0
5.10173	0.0018256	0
5.1042	0.0019221	0
5.10609	0.00184726	0
5.09936	0.00176258	0
5.09188	0.00173107	0
5.09932	0.00192407	0
5.10646	0.00191028	0
5.10643	0.00179803	0
5.10671	0.00195755	0
5.10044	0.00184135	0
5.09707	0.00166411	0
5.10201	0.00177833	0
5.10146	0.00186696	0
5.09985	0.00190043	0
5.10099	0.00185711	0
5.09908	0.0018	0
5.10041	0.00186105	0
5.10322	0.00165033	0
5.10207	0.00181772	0
5.10627	0.00191816	0
5.1038	0.0017547	0
5.1	0.00195164	0
5.09957	0.00194573	0
5.09963	0.00186696	0
5.10124	0.00187483	0
5.10492	0.00184726	0
5.10241	0.00182954	0
5.10291	0.00179015	0
5.10532	0.00190043	0
5.10325	0.0017803	0
5.10201	0.00178621	0
5.10155	0.00187286	0
5.09973	0.00193982	0
5.09664	0.00186892	0
5.09966	0.00191028	0
5.10019	0.00191816	0
5.10306	0.0019221	0
5.10353	0.00188468	0
5.10112	0.00179212	0
5.09945	0.00178818	0
5.09803	0.00174289	0
5.0992	0.00183348	0
5.10037	0.00171138	0
5.09605	0.00179015	0
5.09954	0.00181772	0
5.10124	0.00188468	0
5.10041	0.00193588	0
5.10535	0.00196542	0
5.10482	0.00176849	0
5.11038	0.00206389	0
5.36389	0.0128599	0
7.83257	0.104681	0
17.3873	0.247429	0
25.6861	0.0764388	0
18.8991	0.210968	0
17.9474	0.330087	0
68.9497	1.822	0
204.621	3.37086	0
375.538	3.25125	0
487.528	1.29708	1
500	0	1
500	0	1
496.599	0.523504	1
486.025	0.790876	1
486.301	0.792131	1
493.463	0.645661	1
498.506	0.324992	1
500	0	1
500	0	1
499.999	0.00098862	1
499.893	0.10746	1
500	0	1
499.893	0.10746	1
500	0	1
500	0	1
500	0	1
500	0	1
500	0	1
500	0	1
499.98	0.0204479	1
499.784	0.122043	1
498.403	0.408962	1
495.167	0.821517	1
486.937	1.33448	1
464.231	1.53379	1
437.945	1.44332	0
412.218	1.30765	0
387.956	1.20043	0
365.725	1.1015	0
345.048	1.02979	0
325.922	0.973257	0
308.04	0.935542	0
291.392	0.870891	0
275.364	0.790149	0
260.286	0.719593	0
246.826	0.676817	0
234.171	0.634788	0
222.059	0.597853	0
210.842	0.568458	0
200.627	0.538227	0
190.811	0.509399	0
181.246	0.491785	0
172.314	0.469338	0
163.983	0.441458	0
156.147	0.418761	0
148.902	0.393033	0
142.011	0.379246	0
135.383	0.365846	0
129.299	0.339878	0
123.516	0.327198	0
117.912	0.314777	0
112.753	0.305367	0
107.959	0.29067	0
103.419	0.274671	0
99.0952	0.268365	0
94.8962	0.259444	0
90.9351	0.246667	0
87.1311	0.238976	0
83.5903	0.230043	0
80.1746	0.219919	0
76.8447	0.21085	0
73.7976	0.199689	0
70.8692	0.193049	0
67.9833	0.188265	0
65.3048	0.182308	0
62.7915	0.173952	0
60.3326	0.165594	0
57.9296	0.160115	0
55.6754	0.15322	0
53.5754	0.148098	0
51.6089	0.149093	0
49.7036	0.143667	0
47.8503	0.132898	0
46.1105	0.128328	0
44.381	0.124637	0
42.7494	0.120338	0
41.2811	0.122116	0
39.7744	0.118701	0
38.2899	0.11263	0
36.9935	0.106497	0
35.7497	0.104295	0
34.5022	0.100711	0
33.3176	0.0983342	0
32.1686	0.0941966	0
31.0177	0.0923001	0
29.9795	0.0905887	0
29.0355	0.0855215	0
28.0262	0.0841489	0
27.0507	0.0826423	0
26.1944	0.0761533	0
25.3354	0.0721141	0
24.469	0.0707296	0
23.6933	0.066273	0
22.9232	0.0663104	0
22.2144	0.0674388	0
21.5725	0.064538	0
20.8866	0.0608415	0
20.2332	0.0576413	0
19.6664	0.0556325	0
19.1008	0.0537675	0
18.5301	0.052259	0
17.9484	0.0505161	0
17.4179	0.0484916	0
16.9845	0.0458566	0
16.5097	0.0437986	0
16.0289	0.0439503	0
15.6296	0.0432058	0
15.2048	0.0416953	0
14.783	0.0386901	0
14.4273	0.0385916	0
14.0597	0.0361437	0
13.7027	0.0333905	0
13.359	0.0343811	0
13.0194	0.0341468	0
12.7129	0.0314566	0
12.4091	0.0289969	0
12.1134	0.0288807	0
11.8594	0.0274332	0
11.6038	0.0275356	0
11.3389	0.0270886	0
11.0994	0.0245757	0
10.863	0.0242153	0
10.6204	0.0240479	0
10.4214	0.0220844	0
10.2418	0.0215783	0
10.0201	0.0218087	0
9.82304	0.0208575	0
9.66616	0.0207689	0
9.49374	0.020442	0
9.32351	0.0184647	0
9.16561	0.0168597	0
9.01055	0.0185573	0
8.84029	0.0168321	0
8.70092	0.0153295	0
8.60535	0.0153571	0
8.47518	0.0158593	0
8.33844	0.0149632	0
8.23267	0.0136437	0
8.11422	0.0133326	0
7.99752	0.0135728	0
7.90442	0.0123893	0
7.80765	0.012793	0
7.71325	0.0130766	0
7.6275	0.0123026	0
7.54037	0.0102052	0
7.45712	0.01131	0
7.3715	0.0115897	0
7.28133	0.0103588	0
7.20053	0.010351	0
7.14014	0.0100516	0
7.06434	0.00943324	0
6.98063	0.00933281	0
6.9195	0.0088897	0
6.87373	0.00924025	0
6.81467	0.00885031	0
6.74782	0.00858445	0
6.71026	0.00850961	0
6.66081	0.00809408	0
6.59316	0.00782821	0
6.54924	0.00837373	0
6.51437	0.00790305	0
6.47854	0.0075978	0
6.43514	0.00732012	0
6.38494	0.0076943	0
6.34837	0.00787942	0
6.31535	0.00756629	0
6.27634	0.0069932	0
6.24366	0.00691837	0
6.20446	0.00709167	0
6.16418	0.00729846	0
6.12758	0.0073536	0
6.10145	0.00706804	0
6.0814	0.00699124	0
6.05255	0.0065501	0
6.025	0.00636498	0
6.01138	0.00637089	0
5.98194	0.00670962	0
5.94796	0.00645163	0
5.93746	0.00653237	0
5.92859	0.00619758	0
5.90157	0.00536257	0
5.86882	0.00532319	0
5.84121	0.00596126	0
5.83241	0.00597111	0
5.82963	0.0063059	0
5.8118	0.00589233	0
5.79018	0.00570918	0
5.77616	0.00531531	0
5.76152	0.00570721	0
5.7394	0.00550634	0
5.73477	0.00523456	0
5.72056	0.00518139	0
5.6985	0.00536651	0
5.68809	0.0050908	0
5.67308	0.00484857	0
5.66014	0.00466345	0
5.64778	0.0048919	0
5.632	0.00511246	0
5.62795	0.00444879	0
5.61547	0.00449802	0
5.60355	0.00464769	0
5.59855	0.00481509	0
5.59268	0.00475995	0
5.58116	0.00458861	0
5.56457	0.00452756	0
5.55398	0.00473041	0
5.55546	0.0043326	0
5.54635	0.00470678	0
5.53136	0.00472647	0
5.5293	0.00418096	0
5.52432	0.00434835	0
5.51367	0.00453741	0
5.50937	0.0043326	0
5.50455	0.00417111	0
5.49658	0.00398993	0
5.4842	0.0037989	0
5.47746	0.00414354	0
5.47885	0.0042873	0
5.46211	0.00374967	0
5.45424	0.00396826	0
5.46026	0.00444682	0
5.45612	0.00449211	0
5.44293	0.00406279	0
5.43428	0.0038698	0
5.43119	0.00388358	0
5.42594	0.00394857	0
5.4172	0.00385995	0
5.41581	0.00392297	0
5.41362	0.00390131	0
5.40336	0.0040943	0
5.39743	0.00376739	0
5.39406	0.00344048	0
5.38458	0.00359999	0
5.38467	0.0038757	0
5.38745	0.00360984	0
5.37899	0.00346214	0
5.37253	0.00372997	0
5.37457	0.00370831	0
5.36769	0.00351334	0
5.35947	0.00363347	0
5.36401	0.00371225	0
5.36688	0.00347986	0
5.35901	0.00344244	0
5.35261	0.00366104	0
5.35026	0.00359606	0
5.34832	0.00342472	0
5.33865	0.00358621	0
5.33408	0.00345229	0
5.33368	0.00337352	0
5.3308	0.00374376	0
5.32682	0.0036059	0
5.32197	0.00358424	0
5.31947	0.00345426	0
5.31931	0.00330065	0
5.31888	0.00353894	0
5.31403	0.0033361	0
5.30597	0.00328096	0
5.30446	0.00340109	0
5.30331	0.0032396	0
5.3006	0.003021	0
5.29466	0.00309978	0
5.30038	0.00342078	0
5.29834	0.0030919	0
5.29278	0.0031431	0
5.29108	0.00296586	0
5.29392	0.00298949	0
5.28629	0.00318643	0
5.27826	0.00305054	0
5.27907	0.00313916	0
5.27422	0.00328883	0
5.26943	0.00297768	0
5.27079	0.00292647	0
5.26788	0.00296389	0
5.26202	0.00303085	0
5.26412	0.0032849	0
5.26251	0.00305842	0
5.25667	0.00282603	0
5.25809	0.00305842	0
5.26087	0.00316673	0
5.25658	0.00293829	0
5.25485	0.00306236	0
5.2551	0.00303282	0
5.2496	0.00268227	0
5.24938	0.00276892	0
5.25179	0.00285557	0
5.25006	0.00293238	0
5.25167	0.00302691	0
5.24447	0.00285754	0
5.24095	0.00285754	0
5.24289	0.00298161	0
5.23675	0.00261531	0
5.2323	0.00273741	0
5.23091	0.00275711	0
5.22927	0.00267833	0
5.22974	0.00267242	0
5.22903	0.00301312	0
5.22294	0.00266849	0
5.22492	0.00286345	0
5.2277	0.00296783	0
5.22603	0.00284179	0
5.2213	0.00276105	0
5.21364	0.0027256	0
5.21469	0.00263501	0
5.21936	0.00278862	0
5.2171	0.00282407	0
5.2172	0.0026094	0
5.21763	0.00274726	0
5.21741	0.00285164	0
5.21395	0.0028221	0
5.21006	0.00259956	0
5.21049	0.00268227	0
5.20836	0.00243019	0
5.20892	0.00259562	0
5.21031	0.00274923	0
5.21083	0.00266061	0
5.20555	0.0026803	0
5.20116	0.00248927	0
5.20367	0.00261137	0
5.20589	0.00278862	0
5.20021	0.00275317	0
5.19715	0.00271378	0
5.19672	0.00256805	0
5.19357	0.00244595	0
5.19499	0.00263895	0
5.19897	0.00272954	0
5.19582	0.00262122	0
5.19199	0.00269212	0
5.19394	0.00245973	0
5.19289	0.00257002	0
5.18967	0.0024814	0
5.19313	0.00239277	0
5.19647	0.00241444	0
5.19066	0.00240853	0
5.18785	0.00250109	0
5.18433	0.00248927	0
5.18155	0.00222144	0
5.18279	0.00232779	0
5.18433	0.00235142	0
5.18035	0.0023849	0
5.17479	0.00245383	0
5.17466	0.00241444	0
5.17837	0.00252866	0
5.17726	0.00264485	0
5.17828	0.00254245	0
5.17695	0.00242428	0
5.17639	0.00246761	0
5.17679	0.00247155	0
5.17324	0.00252669	0
5.16818	0.00258183	0
5.17157	0.00226674	0
5.16987	0.00233566	0
5.16657	0.00258774	0
5.17231	0.00242428	0
5.17111	0.00231203	0
5.16694	0.00241247	0
5.1624	0.0024617	0
5.16645	0.00234945	0
5.16691	0.00236323	0
5.16577	0.00234748	0
5.16499	0.0024361	0
5.16592	0.00231006	0
5.16716	0.00230612	0
5.16611	0.00251094	0
5.16212	0.00229431	0
5.16076	0.00238687	0
5.16292	0.002314	0
5.16252	0.00234748	0
5.1615	0.00238096	0
5.1628	0.00240065	0
5.15857	0.00248927	0
5.15823	0.00247549	0
5.16317	0.00239474	0
5.15872	0.00243413	0
5.15826	0.00228249	0
5.15903	0.00228446	0
5.15665	0.00241444	0
5.15736	0.00239081	0
5.15415	0.00237308	0
5.15097	0.00246958	0
5.15446	0.00224704	0
5.15177	0.00226083	0
5.14927	0.00227067	0
5.14872	0.00214464	0
5.15251	0.00211313	0
5.15171	0.00235536	0
5.15054	0.00236127	0
5.15193	0.00218599	0
5.1531	0.00227264	0
5.15044	0.00220372	0
5.1502	0.00220962	0
5.15044	0.00214267	0
5.1472	0.00227264	0
5.14726	0.00226477	0
5.14884	0.00213676	0
5.14875	0.00216433	0
5.14464	0.00227264	0
5.14226	0.00232385	0
5.14417	0.00202253	0
5.14359	0.00227461	0
5.14034	0.00225098	0
5.14031	0.00206586	0
5.13852	0.00207177	0
5.13525	0.00219781	0
5.13679	0.00227461	0
5.13602	0.00203435	0
5.13664	0.00209343	0
5.13855	0.00227067	0
5.13769	0.00228643	0
5.13772	0.00225098	0
5.13738	0.00215448	0
5.13827	0.00220962	0
5.1413	0.0022431	0
5.1434	0.00213085	0
5.14257	0.0022175	0
5.13895	0.00204814	0
5.14056	0.00203435	0
5.14081	0.00202647	0
5.14047	0.00234748	0
5.13982	0.0021407	0
5.14096	0.00203829	0
5.1367	0.00215448	0
5.13355	0.00213479	0
5.13302	0.00201269	0
5.13185	0.00205601	0
5.13086	0.00228643	0
5.13197	0.0022884	0
5.12963	0.00205798	0
5.1304	0.0020245	0
5.13108	0.00218402	0
5.13364	0.00215054	0
5.13367	0.00215251	0
5.13117	0.00220962	0
5.13367	0.00218599	0
5.13417	0.00205798	0
5.13469	0.00211116	0
5.13429	0.00217615	0
5.13284	0.00205601	0
5.13145	0.00207571	0
5.1321	0.00217811	0
5.13213	0.00207374	0
5.13058	0.00204026	0
5.1321	0.00207768	0
5.13383	0.0022175	0
5.13099	0.00224113	0
5.13182	0.00202057	0
5.12882	0.0018256	0
5.13034	0.00214464	0
5.12888	0.00215645	0
5.12737	0.00218796	0
5.12694	0.00206783	0
5.12746	0.00225492	0
5.12768	0.00222341	0
5.12644	0.0022175	0
5.12428	0.00211116	0
5.127	0.00208752	0
5.12561	0.00200087	0
5.1279	0.00208162	0
5.12879	0.00195952	0
5.12654	0.00207965	0
5.12966	0.00231794	0
5.13157	0.00210919	0
5.13231	0.00196542	0
5.1295	0.00215251	0
5.12725	0.00204814	0
5.1278	0.00210328	0
5.12892	0.00201663	0
5.12441	0.00211903	0
5.12546	0.00220175	0
5.12271	0.00219781	0
5.124	0.00205601	0
5.12762	0.00207768	0
5.12175	0.00207571	0
5.12011	0.00216827	0
5.12274	0.00209737	0
5.1228	0.00225689	0
5.12339	0.0020698	0
5.12394	0.00208359	0
5.1241	0.00214857	0
5.12141	0.00212297	0
5.12441	0.0019477	0
5.1262	0.0021919	0
5.1257	0.00217024	0
5.1241	0.00202253	0
5.12184	0.00193588	0
5.12122	0.00196739	0
5.12289	0.00198709	0
5.1228	0.0020245	0
5.12419	0.00221159	0
5.12518	0.00215645	0
5.12104	0.00211116	0
5.11851	0.00203632	0
5.12014	0.00206783	0
5.1198	0.0021466	0
5.11906	0.00197133	0
5.11878	0.00200678	0
5.11993	0.00192997	0
5.11881	0.00197921	0
5.12061	0.00190634	0
5.11758	0.00216433	0
5.11403	0.00212297	0
5.11866	0.00181575	0
5.12351	0.00194179	0
5.1207	0.00222538	0
5.11937	0.00214267	0
5.12048	0.00190634	0
5.12076	0.00184923	0
5.11739	0.0020442	0
5.11863	0.0019733	0
5.12132	0.00206586	0
5.12101	0.00196739	0
5.12005	0.00200678	0
5.11755	0.00214464	0
5.116	0.00192997	0
5.11443	0.00191422	0
5.11369	0.00200481	0
5.11631	0.00188665	0
5.11878	0.00186892	0
5.11875	0.00185908	0
5.11724	0.00192407	0
5.11671	0.00205208	0
5.1182	0.00184135	0
5.11835	0.00187286	0
5.11776	0.00192013	0
5.1194	0.00204223	0
5.11953	0.0021663	0
5.11709	0.00202844	0
5.11665	0.00193785	0
5.11854	0.00198709	0
5.11826	0.00198315	0
5.11863	0.00201072	0
5.11607	0.0019733	0
5.11665	0.0018768	0
5.11542	0.00196542	0
5.11733	0.00203632	0
5.11709	0.00205995	0
5.11594	0.00193194	0
5.11647	0.00192997	0
5.11718	0.00199496	0
5.11718	0.00197921	0
5.11304	0.00188468	0
5.11576	0.00192801	0
5.11702	0.00190831	0
5.11675	0.00188468	0
5.11508	0.00210328	0
5.11551	0.00209737	0
5.11307	0.00205798	0
5.11804	0.00206783	0
5.11625	0.0019221	0
5.11468	0.00216236	0
5.11412	0.00200481	0
5.11483	0.00201663	0
5.11273	0.00210722	0
5.11146	0.00191619	0
5.11258	0.00196739	0
5.11279	0.00202057	0
5.11359	0.00189847	0
5.11492	0.00196936	0
5.11273	0.0018965	0
5.11177	0.00192801	0
5.11162	0.00202647	0
5.11477	0.00207374	0
5.11477	0.00198118	0
5.11214	0.00178621	0
5.11125	0.00197724	0
5.1123	0.00186499	0
5.11597	0.00181772	0
5.1135	0.00216433	0
5.11239	0.00219781	0
5.11258	0.00214857	0
5.11224	0.00213085	0
5.11177	0.00205011	0
5.11177	0.00203238	0
5.11048	0.00194573	0
5.11159	0.0020186	0
5.11233	0.00196739	0
5.1093	0.00195164	0
5.1098	0.00202253	0
5.10976	0.00199103	0
5.10896	0.00190437	0
5.10723	0.00185711	0
5.10847	0.00203041	0
5.11168	0.00216433	0
5.11245	0.00193588	0
5.11066	0.00209934	0
5.11205	0.00199693	0
5.11452	0.00212494	0
5.1123	0.00201663	0
5.11366	0.00193982	0
5.11489	0.00205011	0
5.11063	0.00190831	0
5.11211	0.00199103	0
5.11446	0.00191225	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
